county,state2,avg_zip_match_by_county,avg_in_urban_by_county,avg_parcels_prop_by_county,prop_count,avg_area_acres
pointe-coupee,LA,0.622,0.306,1.894,147780,245.12
rapides,LA,0.68,0.522,1.727,1245280,478.969
red-river,LA,0.515,0.0,2.408,444563,533.092
richland,LA,0.591,0.0,2.084,107614,102.682
sabine,LA,0.406,0.0,2.144,2018865,712.653
st-bernard,LA,0.75,0.879,1.517,207244,152.852
st-charles,LA,0.814,0.761,2.114,241899,73.438
st-helena,LA,0.0,0.0,2.5,55,13496.736
st-james,LA,0.774,0.461,1.364,88113,151.237
st-john-the-baptist,LA,0.0,0.699,1.252,27131,20.445
st-landry,LA,0.451,0.292,1.443,255284,263.365
st-martin,LA,0.747,0.387,1.709,214972,206.955
st-mary,LA,0.712,0.708,2.87,543273,1169.745
st-tammany,LA,0.787,0.72,1.313,1083458,58.327
tangipahoa,LA,0.737,0.463,1.64,507616,130.089
tensas,LA,0.306,0.0,2.105,230264,53.938
terrebonne,LA,0.776,0.719,1.569,383701,191.692
union,LA,0.511,0.0,2.734,5221954,947.084
vermilion,LA,0.426,0.283,1.511,239276,299.492
vernon,LA,0.693,0.247,1.826,1160697,666.379
washington,LA,0.68,0.232,1.775,163035,93.799
webster,LA,0.648,0.408,3.328,1829991,721.178
west-baton-rouge,LA,0.0,0.687,1.105,13027,24.292
west-carroll,LA,0.661,0.0,1.688,45492,105.373
west-feliciana,LA,0.641,0.0,1.373,37629,173.287
winn,LA,0.0,0.003,1.098,5311,1124.112
adams,MS,0.731,0.594,1.511,95829,230.471
alcorn,MS,0.789,0.281,1.783,149837,149.97
amite,MS,0.513,0.0,2.031,936763,987.584
attala,MS,0.65,0.243,2.088,563232,577.557
benton,MS,0.509,0.0,1.842,49644,841.551
bolivar,MS,0.674,0.337,2.046,194669,293.84
calhoun,MS,0.668,0.0,2.415,1020400,904.994
carroll,MS,0.563,0.0,1.923,78770,219.621
chickasaw,MS,0.701,0.0,1.974,538702,872.244
choctaw,MS,0.589,0.0,2.105,402481,835.546
claiborne,MS,0.539,0.0,2.178,84303,647.911
clarke,MS,0.609,0.0,1.989,329849,656.756
clay,MS,0.689,0.322,1.537,60913,363.389
coahoma,MS,0.644,0.561,2.05,140584,417.815
copiah,MS,0.704,0.133,1.892,609743,751.539
covington,MS,0.639,0.0,1.955,89365,107.269
desoto,MS,0.865,0.72,1.34,63659928,0.771
forrest,MS,0.752,0.542,1.706,389966,316.733
franklin,MS,0.515,0.0,1.949,1110436,1108.98
george,MS,0.751,0.0,1.813,271539,710.266
greene,MS,0.594,0.0,2.078,302325,811.735
grenada,MS,0.697,0.35,1.917,294044,445.355
hancock,MS,0.502,0.623,1.831,613112,314.466
harrison,MS,0.735,0.754,1.597,1521721,293.814
hinds,MS,0.0,0.748,1.329,127561,35.775
holmes,MS,0.549,0.0,1.921,140579,247.568
humphreys,MS,0.637,0.0,2.265,51422,220.97
issaquena,MS,0.319,0.0,2.908,21304,597.552
itawamba,MS,0.747,0.0,1.731,596363,845.684
jackson,MS,0.757,0.662,1.605,881023,178.685
jasper,MS,0.505,0.0,2.022,331738,530.88
jefferson,MS,0.529,0.0,2.217,620935,924.255
jefferson-davis,MS,0.53,0.0,1.96,114800,437.508
jones,MS,0.725,0.284,1.77,629202,662.412
kemper,MS,0.483,0.0,2.167,1554905,903.881
lafayette,MS,0.664,0.488,1.61,317599,405.753
lamar,MS,0.661,0.351,1.615,540193,675.997
lauderdale,MS,0.681,0.391,1.875,1007396,390.031
lawrence,MS,0.621,0.0,1.971,1011267,955.063
leake,MS,0.587,0.0,1.93,658286,751.238
lee,MS,0.786,0.416,1.476,255457,51.076
leflore,MS,0.775,0.61,1.981,157500,173.926
lincoln,MS,0.701,0.238,1.77,501008,772.984
lowndes,MS,0.721,0.383,1.635,223180,80.58
madison,MS,0.789,0.633,1.427,775480,144.664
marion,MS,0.667,0.201,1.865,176634,483.856
marshall,MS,0.676,0.094,1.635,236009,210.178
monroe,MS,0.689,0.144,1.806,862011,828.796
montgomery,MS,0.634,0.0,2.163,230957,508.459
neshoba,MS,0.726,0.213,1.965,400832,746.224
newton,MS,0.652,0.0,1.909,148843,448.554
noxubee,MS,0.552,0.0,2.145,518939,867.269
oktibbeha,MS,0.689,0.445,1.641,306378,527.717
panola,MS,0.66,0.136,1.812,184558,170.578
pearl-river,MS,0.621,0.228,1.785,1086293,561.628
perry,MS,0.622,0.0,1.958,822075,1185.933
pike,MS,0.556,0.271,1.615,226313,206.489
pontotoc,MS,0.755,0.0,1.659,123848,340.739
prentiss,MS,0.762,0.175,1.481,71632,178.569
quitman,MS,0.522,0.0,2.402,71685,273.449
rankin,MS,0.769,0.58,1.436,1144740,76.151
scott,MS,0.672,0.0,2.055,399742,777.001
sharkey,MS,0.514,0.0,2.57,29986,551.206
simpson,MS,0.663,0.0,2.002,1023781,877.002
smith,MS,0.645,0.0,2.397,864741,820.86
stone,MS,0.677,0.0,1.811,160021,1033.857
sunflower,MS,0.706,0.347,2.029,125079,323.727
tallahatchie,MS,0.51,0.0,2.207,543893,36.213
tate,MS,0.762,0.147,1.623,102117,72.133
tippah,MS,0.743,0.0,1.822,128744,92.049
tishomingo,MS,0.629,0.0,1.693,56978,182.226
tunica,MS,0.572,0.0,2.35,83225,278.287
union,MS,0.733,0.189,1.781,101526,115.998
walthall,MS,0.599,0.0,1.957,72548,202.791
warren,MS,0.72,0.505,1.628,152262,235.907
washington,MS,0.58,0.564,1.473,125492,240.617
wayne,MS,0.666,0.0,1.963,613297,886.209
webster,MS,0.594,0.0,1.786,315431,916.773
wilkinson,MS,0.479,0.0,2.23,595766,966.277
winston,MS,0.686,0.0,2.03,384786,754.97
yalobusha,MS,0.54,0.0,1.784,175988,655.971
yazoo,MS,0.625,0.343,2.04,108036,297.657
alamance,NC,0.805,0.647,1.425,2037835,10.209
alexander,NC,0.8,0.125,1.796,103396,14.424
alleghany,NC,0.412,0.0,1.702,139730,304.074
anson,NC,0.607,0.177,1.923,172699,328.657
ashe,NC,0.42,0.0,1.897,276649,121.917
avery,NC,0.338,0.0,1.722,159046,128.636
beaufort,NC,0.634,0.234,2.015,1599112,738.924
bertie,NC,0.55,0.0,2.169,608324,686.559
bladen,NC,0.56,0.0,2.047,330739,287.692
brunswick,NC,0.593,0.65,1.519,2247256,226.982
buncombe,NC,0.777,0.714,1.494,849975,31.031
burke,NC,0.717,0.456,1.776,488699,183.947
cabarrus,NC,0.848,0.785,1.474,42669107,0.921
caldwell,NC,0.772,0.488,1.667,332048,225.134
camden,NC,0.698,0.041,1.59,39454,102.069
carteret,NC,0.514,0.718,1.458,669203,221.386
caswell,NC,0.642,0.002,1.625,73618,96.393
catawba,NC,0.811,0.575,1.642,927315,22.256
chatham,NC,0.758,0.306,1.475,425264,91.644
cherokee,NC,0.511,0.0,1.672,158316,33.188
chowan,NC,0.629,0.211,1.847,92184,330.653
clay,NC,0.457,0.0,1.842,64221,43.33
cleveland,NC,0.735,0.338,1.765,477397,30.529
columbus,NC,0.621,0.075,2.401,673344,256.552
craven,NC,0.781,0.569,1.634,1020897,437.797
cumberland,NC,0.805,0.801,1.468,1628556,40.478
currituck,NC,0.495,0.234,1.461,183321,244.449
dare,NC,0.395,0.738,1.363,513132,98.184
davidson,NC,0.783,0.469,1.57,2467312,7.25
davie,NC,0.851,0.292,1.528,547447,7.398
duplin,NC,0.648,0.0,2.124,418200,329.283
durham,NC,0.819,0.914,1.399,5165268,26.983
edgecombe,NC,0.703,0.473,1.826,428031,69.7
forsyth,NC,0.856,0.886,1.442,35085160,2.063
franklin,NC,0.728,0.254,1.518,645287,44.423
gaston,NC,0.817,0.762,1.528,21248254,1.628
gates,NC,0.652,0.0,1.645,116180,562.026
graham,NC,0.057,0.0,1.652,16839,25.479
granville,NC,0.791,0.255,1.61,264391,35.888
greene,NC,0.69,0.0,1.969,106647,130.213
guilford,NC,0.84,0.801,1.44,25137031,10.07
halifax,NC,0.625,0.297,1.863,426011,214.09
harnett,NC,0.769,0.286,1.625,2407222,21.832
haywood,NC,0.625,0.441,1.654,228982,46.428
henderson,NC,0.735,0.585,1.549,496855,152.8
hertford,NC,0.647,0.16,1.901,230328,260.779
hoke,NC,0.811,0.525,1.475,467283,38.16
hyde,NC,0.354,0.0,1.802,83104,427.006
iredell,NC,0.821,0.618,1.604,19033112,2.385
jackson,NC,0.365,0.114,1.707,204700,115.16
johnston,NC,0.842,0.417,1.536,39274618,2.223
jones,NC,0.616,0.0,1.851,428195,378.295
lee,NC,0.565,0.522,1.539,102205,16.449
lenoir,NC,0.667,0.333,1.882,496156,191.352
lincoln,NC,0.824,0.203,1.584,1508816,5.205
macon,NC,0.48,0.127,1.691,251255,45.145
madison,NC,0.533,0.0,1.641,119845,46.925
martin,NC,0.667,0.191,1.756,107121,91.218
mcdowell,NC,0.662,0.187,1.658,283051,130.689
mecklenburg,NC,0.863,0.983,1.355,186504910,1.348
mitchell,NC,0.581,0.0,1.967,384904,153.482
montgomery,NC,0.464,0.0,1.899,251197,172.972
moore,NC,0.715,0.46,1.651,477364,60.126
nash,NC,0.752,0.419,1.683,857669,29.098
new-hanover,NC,0.73,0.964,1.408,1141949,27.968
northampton,NC,0.461,0.071,1.924,218790,279.551
onslow,NC,0.742,0.544,1.466,920685,200.588
orange,NC,0.792,0.58,1.384,568953,70.018
pamlico,NC,0.459,0.0,1.984,363930,551.876
pasquotank,NC,0.798,0.478,1.579,140671,157.833
pender,NC,0.646,0.437,1.572,486158,118.801
perquimans,NC,0.55,0.0,1.766,151359,438.851
person,NC,0.731,0.158,1.775,179036,48.903
pitt,NC,0.774,0.653,1.663,1117454,295.171
polk,NC,0.576,0.078,1.536,86394,140.231
randolph,NC,0.813,0.34,1.638,757310,32.377
richmond,NC,0.674,0.464,1.911,289488,198.594
robeson,NC,0.665,0.172,1.885,636828,124.963
rockingham,NC,0.788,0.337,1.654,446230,120.412
rowan,NC,0.78,0.515,1.626,2476486,7.335
rutherford,NC,0.591,0.211,1.851,661010,76.385
sampson,NC,0.68,0.115,2.105,307201,142.849
scotland,NC,0.678,0.4,1.842,214827,163.315
stanly,NC,0.747,0.238,1.743,678036,36.938
stokes,NC,0.768,0.159,1.622,192118,96.737
surry,NC,0.811,0.226,1.693,300939,48.212
swain,NC,0.422,0.0,1.609,55454,115.755
transylvania,NC,0.521,0.261,1.741,144795,224.008
tyrrell,NC,0.514,0.0,1.917,70773,856.395
union,NC,0.868,0.67,1.397,23194695,1.487
vance,NC,0.62,0.339,1.816,280301,22.474
wake,NC,0.895,0.9,1.322,72463879,2.258
warren,NC,0.403,0.0,1.684,239794,293.646
washington,NC,0.459,0.0,1.663,84024,182.223
watauga,NC,0.412,0.205,1.702,281334,154.214
wayne,NC,0.802,0.403,1.887,1420682,100.356
wilkes,NC,0.669,0.212,1.854,340735,135.756
wilson,NC,0.739,0.521,1.679,351846,35.896
yadkin,NC,0.773,0.0,1.902,113703,23.246
yancey,NC,0.555,0.0,1.62,375246,41.63
adair,OK,0.628,0.0,2.105,319177,86.719
alfalfa,OK,0.489,0.0,2.517,90590,182.357
atoka,OK,0.591,0.0,2.137,104547,300.124
beaver,OK,0.508,0.0,2.893,118984,432.581
beckham,OK,0.689,0.443,2.021,164117,165.712
blaine,OK,0.559,0.0,2.38,214606,127.465
bryan,OK,0.669,0.259,1.969,371080,116.487
caddo,OK,0.592,0.132,2.008,210761,68.9
canadian,OK,0.852,0.746,1.43,4386015,10.856
carter,OK,0.727,0.37,1.84,351160,131.691
cherokee,OK,0.589,0.195,1.911,426817,43.255
choctaw,OK,0.603,0.233,1.997,151824,560.714
cimarron,OK,0.441,0.0,4.125,121107,1031.88
cleveland,OK,,0.793,1.379,7384409,5.925
coal,OK,0.55,0.0,3.075,78636,203.698
comanche,OK,0.737,0.647,1.662,944441,45.595
cotton,OK,0.588,0.0,2.203,45762,113.455
craig,OK,0.701,0.306,2.004,121153,158.818
creek,OK,0.723,0.321,1.612,306430,81.784
custer,OK,0.743,0.537,2.101,144743,122.905
delaware,OK,0.45,0.142,2.588,1135248,49.222
dewey,OK,0.502,0.0,2.48,88098,160.894
ellis,OK,0.521,0.0,3.109,195284,248.286
garfield,OK,0.784,0.702,1.777,315013,96.012
garvin,OK,0.699,0.15,1.948,299201,131.254
grady,OK,0.778,0.221,1.646,308966,107.937
grant,OK,0.453,0.0,2.77,99249,245.951
greer,OK,0.607,0.0,2.384,141506,91.037
harmon,OK,0.546,0.0,3.044,24221,315.669
harper,OK,0.547,0.0,3.115,46174,586.554
haskell,OK,0.569,0.0,2.079,100040,288.986
hughes,OK,0.553,0.237,1.92,138097,78.213
jackson,OK,0.764,0.624,2.163,179651,75.096
jefferson,OK,0.577,0.0,2.479,49293,517.573
johnston,OK,0.544,0.0,2.241,81955,511.414
kay,OK,0.772,0.62,1.898,244572,125.049
kingfisher,OK,0.695,0.0,2.02,274138,97.609
kiowa,OK,0.58,0.0,2.678,270109,64.091
latimer,OK,0.44,0.0,1.931,191632,184.17
le-flore,OK,0.651,0.139,2.013,518144,578.047
lincoln,OK,0.656,0.0,1.733,331363,50.419
logan,OK,0.742,0.293,1.615,462139,30.846
love,OK,0.493,0.0,2.128,210682,88.642
major,OK,0.588,0.0,2.187,62203,216.82
marshall,OK,0.526,0.0,1.843,92169,405.478
mayes,OK,0.659,0.167,1.757,286675,33.746
mcclain,OK,0.776,0.095,1.542,611189,24.547
mccurtain,OK,0.565,0.11,2.245,3632990,871.303
mcintosh,OK,0.434,0.0,1.878,218020,411.632
murray,OK,0.626,0.244,2.239,71679,139.657
muskogee,OK,0.731,0.465,2.071,1161441,432.991
noble,OK,0.655,0.332,1.974,71189,131.112
nowata,OK,0.698,0.062,2.025,62763,148.693
okfuskee,OK,0.521,0.0,1.799,106934,75.16
oklahoma,OK,0.824,0.888,1.534,6359215,23.984
okmulgee,OK,0.69,0.394,1.786,301245,108.521
osage,OK,0.721,0.201,2.084,1058654,407.548
ottawa,OK,0.732,0.432,1.948,183004,46.412
pawnee,OK,0.643,0.0,1.953,58914,85.759
payne,OK,0.759,0.54,1.666,294646,65.844
pittsburg,OK,0.53,0.266,1.958,322983,356.501
pontotoc,OK,0.729,0.366,1.331,26147,74.992
pottawatomie,OK,0.733,0.371,1.66,312591,24.81
pushmataha,OK,0.406,0.0,1.962,695357,943.32
roger-mills,OK,0.437,0.0,2.897,43821,329.252
rogers,OK,0.844,0.397,1.473,948649,32.019
seminole,OK,0.607,0.191,1.913,178916,55.211
sequoyah,OK,0.674,0.118,1.958,809754,21.597
stephens,OK,0.753,0.405,1.712,247455,101.624
texas,OK,0.671,0.347,2.362,159958,340.037
tillman,OK,0.607,0.0,2.477,69866,265.515
tulsa,OK,0.818,0.92,1.504,9710596,30.302
wagoner,OK,0.799,0.528,1.574,1351359,43.891
washington,OK,0.819,0.703,1.526,272322,36.541
washita,OK,0.586,0.0,2.252,70673,143.838
woods,OK,0.626,0.391,2.708,129793,232.781
woodward,OK,0.711,0.473,2.332,284246,102.639
abbeville,SC,0.658,0.163,1.482,71952,146.483
aiken,SC,0.764,0.563,1.466,599662,23.933
allendale,SC,0.527,0.0,2.706,158497,721.011
anderson,SC,0.795,0.53,1.483,1281461,9.986
bamberg,SC,0.607,0.0,1.804,117429,385.17
barnwell,SC,0.7,0.0,1.905,136126,88.283
beaufort,SC,0.707,0.714,1.365,900362,73.102
berkeley,SC,0.845,0.663,1.405,8263917,14.519
calhoun,SC,0.644,0.0,1.689,73224,147.278
charleston,SC,0.773,0.851,1.392,3050875,15.77
cherokee,SC,0.713,0.269,1.619,170851,57.355
chester,SC,0.705,0.21,1.445,364667,245.671
chesterfield,SC,0.711,0.142,1.768,239453,201.638
clarendon,SC,0.611,0.091,1.715,203491,247.6
colleton,SC,0.611,0.167,1.801,604379,517.816
darlington,SC,0.749,0.394,1.759,383456,67.187
dillon,SC,0.68,0.227,1.869,250180,305.805
dorchester,SC,0.834,0.771,1.335,9354033,11.651
edgefield,SC,0.705,0.109,1.631,127556,156.152
fairfield,SC,0.609,0.128,1.556,313497,563.616
florence,SC,0.213,0.555,1.857,357961,43.835
georgetown,SC,0.689,0.588,1.575,617179,462.802
greenville,SC,0.87,0.842,1.391,11558643,4.571
greenwood,SC,0.756,0.502,1.578,351548,142.727
hampton,SC,0.568,0.0,1.765,103009,295.724
horry,SC,0.599,0.81,1.408,2481865,24.946
jasper,SC,0.634,0.114,1.614,252462,199.997
kershaw,SC,0.776,0.395,1.444,392515,220.929
lancaster,SC,0.852,0.597,1.398,738397,34.915
laurens,SC,0.739,0.274,1.52,444548,201.864
lee,SC,0.0,0.0,1.815,54096,39.219
lexington,SC,0.871,0.721,1.341,5344906,6.725
marion,SC,0.652,0.328,1.725,176475,150.317
marlboro,SC,0.669,0.32,1.836,281753,354.533
mccormick,SC,0.454,0.0,1.639,149885,202.979
newberry,SC,0.719,0.207,1.71,238412,187.687
oconee,SC,0.643,0.276,1.566,267786,59.533
orangeburg,SC,0.628,0.237,1.801,469020,155.154
pickens,SC,0.786,0.505,1.465,1009905,12.547
richland,SC,0.696,0.872,1.393,30852213,4.239
saluda,SC,0.67,0.015,1.612,86565,137.217
spartanburg,SC,0.814,0.651,1.46,5710827,6.23
sumter,SC,0.712,0.58,1.594,872435,102.743
union,SC,0.742,0.284,1.69,311743,523.318
williamsburg,SC,0.61,0.124,1.882,367637,157.371
york,SC,0.868,0.733,1.328,2623432,14.058
anderson,TN,0.808,0.577,1.296,144996,40.42
bedford,TN,0.774,0.332,1.377,98481,23.0
benton,TN,0.579,0.0,1.602,59158,53.333
bledsoe,TN,0.601,0.0,1.516,39525,57.631
blount,TN,0.768,0.529,1.339,247176,27.014
bradley,TN,0.701,0.612,1.391,235396,25.219
campbell,TN,0.658,0.378,1.558,92094,43.253
cannon,TN,0.749,0.0,1.372,25887,63.358
carroll,TN,0.72,0.127,1.568,69832,61.248
carter,TN,0.799,0.491,1.494,131226,70.754
cheatham,TN,0.828,0.0,1.323,376662,4.82
chester,TN,0.0,0.228,1.162,10185,29.789
claiborne,TN,0.632,0.205,1.627,80096,37.628
clay,TN,0.582,0.0,1.477,26968,33.172
cocke,TN,0.635,0.201,1.498,76465,31.717
coffee,TN,0.725,0.448,1.494,164796,23.129
crockett,TN,0.681,0.0,1.618,37131,62.597
cumberland,TN,0.508,0.438,1.664,834452,27.514
davidson,TN,0.838,0.948,1.389,47276538,3.508
decatur,TN,0.525,0.0,1.782,56539,65.591
dekalb,TN,0.561,0.129,1.588,85208,33.873
dickson,TN,0.788,0.239,1.317,143068,13.183
dyer,TN,0.757,0.371,1.647,155009,66.081
fayette,TN,0.748,0.242,1.298,6916101,1.371
fentress,TN,0.637,0.0,1.604,58958,76.614
franklin,TN,0.707,0.292,1.407,85092,65.719
gibson,TN,0.764,0.259,1.547,150093,35.107
giles,TN,0.723,0.177,1.445,56280,78.957
grainger,TN,0.644,0.142,1.395,43932,17.431
greene,TN,0.712,0.242,1.657,384536,36.177
grundy,TN,0.57,0.0,1.517,36546,137.102
hamblen,TN,0.727,0.708,1.376,128147,19.399
hamilton,TN,0.849,0.834,1.441,1167223,25.725
hancock,TN,0.575,0.0,1.511,16584,48.156
hardeman,TN,0.589,0.148,1.712,107538,91.984
hardin,TN,0.579,0.192,1.781,108920,183.737
hawkins,TN,0.751,0.301,1.489,113201,20.625
haywood,TN,0.706,0.391,1.633,71422,55.605
henderson,TN,0.725,0.178,1.554,78611,54.081
henry,TN,0.668,0.228,1.647,84683,50.928
hickman,TN,0.599,0.0,1.633,80821,96.264
houston,TN,0.621,0.0,1.456,19619,36.259
humphreys,TN,0.626,0.0,1.408,43857,66.233
jackson,TN,0.655,0.0,1.431,82461,16.553
jefferson,TN,0.723,0.151,1.524,1132332,93.329
johnson,TN,0.632,0.0,1.467,47811,64.868
knox,TN,0.859,0.88,1.331,6045785,6.986
lake,TN,0.538,0.0,1.613,18548,130.208
lauderdale,TN,0.678,0.206,1.756,99631,266.67
lawrence,TN,0.793,0.209,1.512,92316,55.66
lewis,TN,0.718,0.0,1.401,32491,48.728
lincoln,TN,0.769,0.245,1.408,85327,32.607
loudon,TN,0.0,0.584,1.0,35936,4.392
macon,TN,0.8,0.185,1.51,64573,31.642
madison,TN,0.748,0.628,1.465,406480,24.847
marion,TN,0.615,0.059,1.434,84963,62.652
marshall,TN,0.799,0.269,1.355,94258,24.35
maury,TN,0.847,0.542,1.367,7955501,1.405
mcminn,TN,0.751,0.337,1.534,147696,86.944
mcnairy,TN,0.721,0.0,1.615,75320,76.046
meigs,TN,0.6,0.0,1.429,38876,60.3
monroe,TN,0.674,0.203,1.395,87497,29.365
montgomery,TN,0.884,0.753,1.47,3507242,13.956
moore,TN,0.662,0.0,1.317,8729,45.373
morgan,TN,0.656,0.0,1.504,53839,168.264
obion,TN,0.75,0.304,1.663,100071,63.664
overton,TN,0.692,0.0,1.501,51459,81.555
perry,TN,0.493,0.0,1.591,43711,85.28
pickett,TN,0.532,0.0,1.5,14708,50.8
polk,TN,0.606,0.0,1.453,44988,184.586
putnam,TN,0.715,0.486,1.461,184767,27.617
rhea,TN,0.737,0.205,1.645,70324,48.303
roane,TN,0.748,0.386,1.458,157299,28.982
robertson,TN,0.783,0.378,1.34,901366,4.948
rutherford,TN,0.82,0.75,1.293,90858139,0.862
scott,TN,0.673,0.0,1.717,84999,176.718
sequatchie,TN,0.649,0.0,1.543,49905,57.165
sevier,TN,0.532,0.298,1.615,611203,21.804
shelby,TN,0.822,0.951,1.464,118858932,1.339
smith,TN,0.718,0.0,1.441,35434,28.751
stewart,TN,0.567,0.0,1.62,42061,685.002
sullivan,TN,0.843,0.699,1.437,524395,49.399
sumner,TN,0.759,0.687,1.28,8330849,4.386
tipton,TN,0.0,0.28,1.149,32377,159.658
trousdale,TN,0.715,0.0,1.379,20255,29.002
unicoi,TN,0.802,0.429,1.478,107707,586.189
union,TN,0.626,0.0,1.451,44570,60.461
van-buren,TN,0.51,0.0,1.516,25230,171.071
warren,TN,0.792,0.306,1.496,102511,31.201
washington,TN,0.829,0.668,1.407,313879,15.399
wayne,TN,0.638,0.0,1.709,101411,273.112
weakley,TN,0.763,0.206,1.636,87260,73.335
white,TN,0.766,0.174,1.477,51964,85.355
williamson,TN,0.895,0.765,1.239,6911339,2.927
wilson,TN,0.868,0.575,1.26,6205784,1.606
anderson,TX,0.58,0.311,2.368,704720,383.954
andrews,TX,0.858,0.754,1.806,149871,3155.46
angelina,TX,0.706,0.391,2.121,1045604,183.043
aransas,TX,0.384,0.73,1.479,136438,232.152
archer,TX,0.598,0.093,2.025,88852,1061.43
armstrong,TX,0.544,0.0,3.618,38122,2496.692
atascosa,TX,0.618,0.211,1.705,361078,115.606
austin,TX,0.647,0.132,1.629,255647,54.359
bailey,TX,0.659,0.558,2.385,55259,293.944
bandera,TX,0.428,0.0,1.839,488672,168.185
bastrop,TX,0.685,0.262,1.541,766371,97.292
baylor,TX,0.451,0.0,2.41,83010,3622.335
bee,TX,0.543,0.396,2.316,157369,129.19
bell,TX,0.779,0.778,1.512,2173665,97.951
bexar,TX,0.86,0.926,1.317,71111771,6.184
blanco,TX,0.473,0.0,1.577,59427,122.522
borden,TX,0.113,0.0,2.344,13448,2184.902
bosque,TX,0.588,0.0,2.016,95991,159.447
bowie,TX,0.72,0.542,1.785,510431,169.047
brazoria,TX,0.65,0.634,1.331,10109816,23.216
brazos,TX,0.74,0.765,1.486,669749,33.859
brewster,TX,0.199,0.187,1.658,1186422,160.933
briscoe,TX,0.34,0.0,2.717,35083,1544.778
brooks,TX,0.503,0.495,1.523,31488,261.933
brown,TX,0.587,0.351,1.72,518586,33.311
burleson,TX,0.44,0.0,2.06,240983,52.515
burnet,TX,0.552,0.236,1.669,340093,102.467
caldwell,TX,0.673,0.379,1.536,1715793,5.155
calhoun,TX,0.47,0.279,1.865,315834,300.173
callahan,TX,0.56,0.0,1.724,64816,162.787
cameron,TX,0.746,0.741,1.671,4283533,128.675
camp,TX,0.597,0.0,1.842,104397,181.704
carson,TX,0.686,0.0,1.963,28810,2031.389
cass,TX,0.489,0.118,1.863,527248,532.078
castro,TX,0.626,0.0,2.303,60505,296.058
chambers,TX,0.736,0.398,1.807,2279155,71.437
cherokee,TX,0.581,0.216,1.916,611911,419.483
childress,TX,0.652,0.616,2.285,40157,408.172
clay,TX,0.62,0.0,2.485,122500,1312.575
cochran,TX,0.343,0.0,1.964,68502,403.088
coke,TX,0.33,0.0,2.298,51548,285.876
coleman,TX,0.394,0.288,1.791,93647,191.799
collin,TX,0.875,0.844,1.303,32991952,14.026
collingsworth,TX,0.368,0.0,2.311,32593,563.626
colorado,TX,0.471,0.0,1.669,151647,106.943
comal,TX,0.744,0.391,1.391,6338031,11.192
comanche,TX,0.57,0.0,2.174,124620,157.885
concho,TX,0.311,0.0,3.376,47549,774.59
cooke,TX,0.706,0.262,2.009,413568,177.141
coryell,TX,0.739,0.625,1.491,244637,63.115
cottle,TX,0.391,0.0,3.285,57120,4205.779
crane,TX,0.396,0.0,2.138,103730,3343.373
crockett,TX,0.456,0.0,4.214,87350,11311.466
crosby,TX,0.529,0.0,2.327,50322,710.616
culberson,TX,0.35,0.0,3.356,1968138,590.043
dallam,TX,0.673,0.595,2.409,69091,765.786
dallas,TX,0.857,0.988,1.386,71955451,13.244
dawson,TX,0.641,0.663,1.912,99912,231.089
deaf-smith,TX,0.8,0.706,1.883,67568,528.588
delta,TX,0.494,0.0,1.84,117494,233.379
denton,TX,0.883,0.838,1.328,44235277,7.058
dewitt,TX,0.617,0.326,2.176,264783,70.474
dickens,TX,0.344,0.0,2.66,44390,1487.475
dimmit,TX,0.27,0.207,1.351,189735,831.1
donley,TX,0.198,0.0,3.016,323192,285.619
duval,TX,0.33,0.0,1.79,152326,679.021
eastland,TX,0.55,0.0,2.169,229827,176.678
ector,TX,0.797,0.871,1.603,1418037,154.515
edwards,TX,0.143,0.0,2.2,65696,649.507
el-paso,TX,0.748,0.791,1.492,16479511,33.762
ellis,TX,0.834,0.623,1.427,10360708,7.533
erath,TX,0.685,0.294,1.738,168411,64.81
falls,TX,0.504,0.277,1.925,134107,77.758
fannin,TX,0.564,0.151,1.731,235316,107.54
fayette,TX,0.548,0.115,1.585,256616,73.462
fisher,TX,0.461,0.0,2.742,61630,208.568
floyd,TX,0.174,0.0,1.498,52434,369.938
foard,TX,0.301,0.0,3.758,89546,2230.685
fort-bend,TX,0.875,0.915,1.395,32419003,15.486
franklin,TX,0.437,0.0,2.056,177677,134.383
freestone,TX,0.497,0.0,2.24,260953,391.961
frio,TX,0.529,0.315,2.047,104193,963.004
gaines,TX,0.769,0.286,2.177,183072,472.641
galveston,TX,0.713,0.876,1.476,13266128,6.871
garza,TX,0.489,0.0,2.576,140370,734.927
gillespie,TX,0.625,0.309,2.11,126395,148.355
glasscock,TX,0.229,0.0,2.546,30980,2245.093
goliad,TX,0.418,0.0,1.838,45512,453.578
gonzales,TX,0.54,0.2,2.054,134194,187.542
gray,TX,0.672,0.758,1.746,127240,120.564
grayson,TX,0.704,0.401,1.604,1177120,96.85
gregg,TX,0.74,0.819,2.013,1071590,50.677
grimes,TX,0.555,0.176,1.776,206391,52.823
guadalupe,TX,0.791,0.678,1.398,7102448,5.903
hale,TX,0.754,0.589,1.806,181932,83.999
hall,TX,0.428,0.0,2.716,53610,1233.178
hamilton,TX,0.459,0.0,2.189,95890,155.451
hansford,TX,0.663,0.0,2.104,28694,478.353
hardeman,TX,0.471,0.0,2.891,82567,764.133
hardin,TX,0.64,0.371,1.635,1688133,401.693
harris,TX,0.865,0.967,1.386,221790210,6.219
harrison,TX,0.63,0.356,1.839,991512,94.981
hartley,TX,0.743,0.503,3.064,137470,1071.513
