county,state2,avg_zip_match_by_county,avg_in_urban_by_county,avg_parcels_prop_by_county,prop_count,avg_area_acres
henderson,TX,0.437,0.335,1.625,105569,46.587
hidalgo,TX,0.719,0.869,1.182,321367,41.561
hill,TX,0.506,0.118,1.489,38739,133.795
hockley,TX,0.617,0.427,1.316,15756,330.733
hood,TX,0.656,0.535,1.371,50204,73.802
hopkins,TX,0.671,0.311,1.38,24523,140.226
houston,TX,0.505,0.176,1.732,26491,1375.679
howard,TX,0.672,0.705,1.339,20617,309.561
hudspeth,TX,0.102,0.0,1.613,23441,26195.662
hunt,TX,0.641,0.27,1.376,68149,150.37
hutchinson,TX,0.59,0.473,1.412,18710,1165.583
irion,TX,0.357,0.0,2.25,4487,35390.745
jack,TX,0.493,0.0,1.951,13090,596.008
jackson,TX,0.486,0.202,1.413,16705,310.709
jasper,TX,0.438,0.15,1.307,36379,849.127
jeff-davis,TX,0.203,0.0,2.11,7171,17454.475
jefferson,TX,0.686,0.864,1.248,122176,92.278
jim-hogg,TX,0.539,0.0,1.285,4441,3082.808
jim-wells,TX,0.639,0.387,1.45,27916,225.463
johnson,TX,0.721,0.443,1.296,97899,32.854
jones,TX,0.402,0.0,1.881,27729,136.749
karnes,TX,0.459,0.0,1.604,14830,168.398
kaufman,TX,0.753,0.513,1.337,90619,57.545
kendall,TX,0.735,0.323,1.401,29193,128.127
kenedy,TX,0.415,0.0,2.285,537,26742.17
kent,TX,0.294,0.0,2.731,4015,6003.321
kerr,TX,0.67,0.497,1.527,36977,258.25
kimble,TX,0.417,0.0,2.154,9548,929.134
king,TX,0.197,0.0,4.932,2239,57865.89
kinney,TX,0.314,0.0,2.31,10622,1959.476
kleberg,TX,0.698,0.677,1.289,14839,10869.719
knox,TX,0.361,0.0,1.515,6366,2527.49
la-salle,TX,0.314,0.0,1.708,10831,1123.896
lamar,TX,0.615,0.44,1.425,35972,98.063
lamb,TX,0.599,0.315,1.537,13107,327.482
lampasas,TX,0.516,0.278,1.484,22497,551.052
lavaca,TX,0.613,0.093,1.395,19673,92.862
lee,TX,0.6,0.0,1.452,14764,223.44
leon,TX,0.298,0.0,1.371,27664,236.98
liberty,TX,0.429,0.102,1.466,108820,252.962
limestone,TX,0.494,0.199,1.354,21775,514.185
lipscomb,TX,0.264,0.0,1.342,6289,460.698
live-oak,TX,0.373,0.0,1.554,16774,220.296
llano,TX,0.448,0.513,1.697,37423,149.339
loving,TX,0.077,0.0,2.154,2753,18822.441
lubbock,TX,0.679,0.83,1.209,133218,36.561
lynn,TX,0.482,0.0,1.433,7737,957.569
madison,TX,0.603,0.0,1.561,10014,141.986
marion,TX,0.302,0.0,1.282,19095,53.249
martin,TX,0.439,0.001,1.511,6870,2051.614
mason,TX,0.463,0.0,2.095,8801,563.89
matagorda,TX,0.456,0.256,1.426,36682,254.539
maverick,TX,0.734,0.855,1.303,25780,1973.212
mcculloch,TX,0.528,0.432,1.829,10774,1508.87
mclennan,TX,0.711,0.651,1.268,115190,25.54
mcmullen,TX,0.176,0.0,2.547,3754,4114.942
medina,TX,0.634,0.111,1.632,43985,158.225
menard,TX,0.412,0.0,2.55,6171,1718.283
midland,TX,0.737,0.82,1.212,72665,171.105
milam,TX,0.622,0.312,1.369,20393,147.185
mills,TX,0.47,0.0,2.023,8980,370.551
mitchell,TX,0.586,0.372,1.471,7816,1555.049
montague,TX,0.539,0.162,1.57,24632,213.795
montgomery,TX,0.767,0.694,1.248,305923,38.254
moore,TX,0.757,0.583,1.34,11904,1465.33
morris,TX,0.561,0.0,1.544,11840,338.147
motley,TX,,0.0,1.227,8100,2560.068
nacogdoches,TX,0.542,0.332,1.684,47758,146.493
navarro,TX,0.552,0.283,1.486,45059,99.385
newton,TX,0.382,0.0,1.815,21593,1333.111
nolan,TX,0.647,0.55,1.518,13590,531.414
nueces,TX,0.702,0.897,1.27,153249,59.86
ochiltree,TX,0.778,0.668,1.33,6505,435.334
oldham,TX,0.0,0.0,2.68,4157,54319.115
orange,TX,0.722,0.602,1.299,47209,56.107
palo-pinto,TX,0.431,0.25,1.626,37914,325.08
panola,TX,0.541,0.21,1.363,18654,175.839
parker,TX,0.72,0.3,1.375,97683,419.076
parmer,TX,0.659,0.0,1.374,6526,369.208
pecos,TX,0.48,0.381,1.603,17787,15397.682
polk,TX,0.467,0.059,1.603,59558,377.27
potter,TX,0.651,0.838,1.294,54042,597.355
presidio,TX,0.325,0.0,1.828,16197,13867.604
rains,TX,0.587,0.0,1.59,12169,45.984
randall,TX,0.771,0.752,1.191,64595,86.134
reagan,TX,0.587,0.0,2.455,4991,32312.497
real,TX,0.308,0.0,1.874,8163,664.969
red-river,TX,0.414,0.0,1.394,13614,369.56
reeves,TX,0.383,0.33,1.385,20015,6157.116
refugio,TX,0.426,0.0,2.361,14317,4237.99
roberts,TX,0.0,0.0,2.323,2574,6357.43
robertson,TX,0.534,0.0,1.408,16692,593.466
rockwall,TX,0.763,0.775,1.112,50332,6.879
runnels,TX,0.626,0.0,1.778,13635,369.454
rusk,TX,0.508,0.225,1.382,39723,409.062
sabine,TX,0.381,0.0,1.827,21937,97.448
san-augustine,TX,0.365,0.0,1.425,12495,178.985
san-jacinto,TX,0.421,0.0,1.471,35812,127.669
san-patricio,TX,0.663,0.63,1.572,48697,69.154
san-saba,TX,0.48,0.0,2.388,11987,2268.889
schleicher,TX,0.446,0.0,2.474,6346,7540.726
scurry,TX,0.603,0.555,1.413,12993,518.647
shackelford,TX,0.507,0.0,1.781,5498,1827.386
shelby,TX,0.601,0.148,1.412,20076,281.969
sherman,TX,0.541,0.0,1.767,3553,1932.972
smith,TX,0.0,0.527,1.392,138978,39.904
somervell,TX,0.612,0.0,1.432,6728,91.458
starr,TX,0.632,0.525,1.242,37422,161.914
stephens,TX,0.488,0.389,1.67,12373,1337.342
sterling,TX,0.626,0.0,3.982,3608,9526.414
stonewall,TX,0.372,0.0,2.313,5392,2393.838
sutton,TX,0.557,0.0,2.114,5895,2163.223
swisher,TX,0.659,0.0,1.502,6413,306.816
tarrant,TX,0.779,0.972,1.144,751058,33.806
taylor,TX,0.686,0.731,1.277,69598,41.918
terrell,TX,0.199,0.0,2.117,5545,5427.472
terry,TX,0.638,0.539,1.326,9103,163.648
throckmorton,TX,0.38,0.0,2.073,4961,3559.494
titus,TX,0.737,0.396,1.504,20190,310.57
tom-green,TX,0.725,0.764,1.317,58903,342.5
travis,TX,0.752,0.9,1.14,413858,30.319
trinity,TX,0.345,0.0,1.555,25879,308.55
tyler,TX,0.419,0.0,1.833,31547,441.676
upshur,TX,0.659,0.156,1.369,28580,52.388
upton,TX,0.502,0.0,2.762,8726,7891.627
uvalde,TX,0.576,0.426,1.591,21507,1128.748
val-verde,TX,0.671,0.668,1.477,32945,1705.957
van-zandt,TX,0.624,0.0,1.42,43844,101.519
victoria,TX,0.708,0.629,1.286,44451,100.402
walker,TX,0.521,0.26,1.335,34839,143.576
waller,TX,0.643,0.224,1.599,45408,56.428
ward,TX,0.529,0.395,1.603,15391,4473.201
washington,TX,0.634,0.343,1.265,22713,35.722
webb,TX,0.767,0.872,1.22,95937,1260.171
wharton,TX,0.647,0.372,1.428,31621,211.814
wheeler,TX,0.496,0.0,1.652,8640,1342.487
wichita,TX,0.68,0.838,1.212,57582,48.53
wilbarger,TX,0.6,0.567,1.466,11339,18770.183
willacy,TX,0.487,0.345,1.303,14178,80.72
williamson,TX,0.77,0.788,1.188,275402,27.798
wilson,TX,0.706,0.091,1.215,28580,49.736
winkler,TX,0.706,0.709,1.706,7191,28364.908
wise,TX,0.675,0.07,1.405,49355,92.45
wood,TX,0.596,0.089,1.471,43738,60.416
yoakum,TX,0.663,0.0,1.601,7108,6416.747
young,TX,0.694,0.351,1.387,15069,191.19
zapata,TX,0.522,0.514,1.195,12476,122.699
zavala,TX,0.579,0.475,1.601,9547,3249.893
accomack,VA,0.396,0.136,1.772,47983,60.55
albemarle,VA,0.756,0.498,1.231,50114,48.648
alexandria,VA,0.787,1.0,1.255,47087,12.993
alleghany,VA,0.73,0.436,2.119,19076,37.756
amelia,VA,0.683,0.0,1.352,10355,116.405
amherst,VA,0.731,0.329,1.724,26112,100.689
appomattox,VA,0.688,0.0,1.588,14017,301.187
arlington,VA,0.781,1.0,1.12,64190,160.253
augusta,VA,0.771,0.142,1.338,42734,219.187
bath,VA,0.399,0.0,1.505,6459,112.698
bedford,VA,0.73,0.221,1.376,55384,27.565
bland,VA,0.604,0.0,1.798,7361,96.412
botetourt,VA,0.779,0.36,1.307,20954,49.675
bristol,VA,0.703,0.984,1.833,13592,3.199
brunswick,VA,0.446,0.0,1.738,20676,115.851
buchanan,VA,0.507,0.0,1.574,20046,125.06
buckingham,VA,0.554,0.0,1.458,13713,127.786
buena-vista,VA,0.708,0.946,1.198,3627,3.028
campbell,VA,0.69,0.337,1.55,38244,57.305
caroline,VA,0.652,0.0,1.419,23090,62.942
carroll,VA,0.563,0.014,1.657,33622,35.786
charles-city,VA,0.621,0.0,1.376,6325,135.231
charlotte,VA,0.549,0.0,1.966,14982,139.727
charlottesville,VA,0.691,1.0,1.204,15641,7.322
chesapeake,VA,0.848,0.911,1.112,93458,50.539
chesterfield,VA,0.862,0.897,1.13,146837,18.167
clarke,VA,0.734,0.0,1.346,9367,58.142
colonial-heights,VA,0.82,1.0,1.115,7695,1.299
covington,VA,0.0,0.991,1.84,5811,9.697
craig,VA,0.613,0.0,2.196,7388,63.46
culpeper,VA,0.757,0.311,1.248,24953,43.102
cumberland,VA,0.578,0.043,1.574,9783,75.956
danville,VA,0.615,0.956,1.372,25498,5.149
dickenson,VA,0.484,0.0,1.387,13967,194.94
dinwiddie,VA,0.697,0.216,1.49,19958,63.576
emporia,VA,0.736,0.918,2.376,5376,7.528
essex,VA,0.514,0.0,1.455,10195,58.664
fairfax,VA,0.844,0.98,1.081,367930,8.675
fairfax-city,VA,0.841,1.0,1.093,9648,1.067
falls-church,VA,0.848,1.0,1.07,3694,0.655
fauquier,VA,0.773,0.369,1.26,35768,67.863
floyd,VA,0.643,0.0,1.558,15097,49.143
fluvanna,VA,0.769,0.362,1.252,16657,35.112
franklin,VA,0.633,0.07,1.491,46972,85.083
franklin-city,VA,0.772,0.944,1.687,5010,13.402
frederick,VA,0.754,0.499,1.298,50000,32.919
fredericksburg,VA,0.735,1.0,1.262,9279,9.787
galax,VA,0.792,0.878,1.327,3793,4.152
giles,VA,0.689,0.0,1.572,14269,38.157
gloucester,VA,0.686,0.222,1.356,25136,26.395
goochland,VA,0.722,0.04,1.353,17267,72.573
grayson,VA,0.558,0.001,1.656,18471,50.209
greene,VA,0.722,0.0,1.251,11202,25.851
greensville,VA,0.593,0.098,1.762,9544,152.189
halifax,VA,0.605,0.165,1.784,38132,68.396
hampton,VA,0.782,0.995,1.126,51722,5.346
hanover,VA,0.835,0.594,1.155,51974,16.046
harrisonburg,VA,0.699,0.985,1.29,13449,3.481
henrico,VA,0.818,0.948,1.09,121991,6.59
henry,VA,0.697,0.303,2.127,54361,27.62
highland,VA,0.401,0.0,1.636,4415,173.247
hopewell,VA,0.729,1.0,1.214,10410,2.287
isle-of-wight,VA,0.801,0.37,1.336,22300,57.134
james-city,VA,0.846,0.837,1.136,35954,24.038
king-and-queen,VA,0.476,0.0,1.506,7859,154.128
king-george,VA,0.777,0.0,1.35,14939,34.943
king-william,VA,0.653,0.0,1.43,13869,51.278
lancaster,VA,0.398,0.0,1.411,15857,18.436
lee,VA,0.283,0.0,2.628,57631,38.457
lexington,VA,0.782,0.998,1.54,3161,9.511
loudoun,VA,0.859,0.859,1.115,150174,28.344
louisa,VA,0.624,0.0,1.495,35271,107.288
lunenburg,VA,0.503,0.0,1.962,16211,98.615
lynchburg,VA,0.682,0.973,1.305,32326,16.567
madison,VA,0.624,0.0,1.418,9755,96.897
manassas,VA,0.0,1.0,1.09,13414,2.384
manassas-park,VA,0.809,1.0,1.082,4855,2.077
martinsville,VA,0.666,0.998,1.714,11163,19.099
mathews,VA,0.394,0.0,1.652,12157,21.865
mecklenburg,VA,0.488,0.094,1.465,34558,36.912
middlesex,VA,0.411,0.0,1.458,14635,25.957
montgomery,VA,0.731,0.601,1.537,45255,38.965
nelson,VA,0.402,0.0,1.377,19064,286.964
new-kent,VA,0.797,0.0,1.819,21460,129.38
newport-news,VA,0.796,0.997,1.079,54734,6.476
norfolk,VA,0.78,1.0,1.172,67392,3.042
northampton,VA,0.349,0.0,1.62,16238,48.747
northumberland,VA,0.253,0.0,1.308,23413,17.987
norton,VA,0.632,0.886,2.486,4119,75.373
nottoway,VA,0.573,0.0,1.816,15861,25.938
orange,VA,0.717,0.419,1.237,22591,110.408
page,VA,0.695,0.161,1.899,25302,31.843
patrick,VA,0.551,0.0,1.66,21836,79.799
petersburg,VA,0.556,0.958,1.187,14933,7.473
pittsylvania,VA,0.68,0.081,1.906,61021,50.748
poquoson,VA,0.902,0.889,1.158,5717,5.25
portsmouth,VA,0.766,1.0,1.117,36481,2.662
powhatan,VA,0.869,0.025,1.174,15806,28.3
prince-edward,VA,0.552,0.18,1.614,16515,1342.226
prince-george,VA,0.797,0.226,1.214,14112,64.951
prince-william,VA,0.86,0.936,1.093,154532,15.162
pulaski,VA,0.719,0.484,1.572,26729,35.614
radford,VA,0.778,0.917,2.738,10514,12.29
rappahannock,VA,0.505,0.0,1.31,6465,107.238
richmond,VA,0.511,0.0,1.468,7922,48.523
richmond-city,VA,0.689,1.0,1.189,76283,7.414
roanoke,VA,0.847,0.772,1.243,47240,117.158
roanoke-city,VA,0.691,1.0,1.282,44350,6.8
rockbridge,VA,0.661,0.05,2.284,28592,157.947
rockingham,VA,0.605,0.355,1.478,51007,38.294
russell,VA,0.564,0.004,2.079,32953,36.197
salem,VA,0.839,1.0,1.157,10684,2.461
scott,VA,0.56,0.012,1.572,23451,68.97
shenandoah,VA,0.64,0.212,1.673,39788,1615.18
smyth,VA,0.733,0.189,2.437,36235,35.388
southampton,VA,0.625,0.017,1.589,15187,129.132
spotsylvania,VA,0.745,0.544,1.195,67986,32.355
stafford,VA,0.827,0.769,1.166,61981,18.69
staunton,VA,0.821,0.975,1.194,11676,3.287
suffolk,VA,0.808,0.645,1.222,45552,89.789
surry,VA,0.553,0.0,1.455,6682,112.675
sussex,VA,0.53,0.0,1.566,10498,123.066
tazewell,VA,0.63,0.41,1.613,32039,169.686
virginia-beach,VA,0.832,0.977,1.103,165268,36.28
warren,VA,0.752,0.3,1.497,28136,67.359
washington,VA,0.632,0.245,1.516,39663,37.044
waynesboro,VA,0.539,0.98,1.126,15413,2.03
westmoreland,VA,0.421,0.162,1.572,26042,22.325
williamsburg,VA,0.742,0.998,1.259,4718,128.876
winchester,VA,0.771,1.0,1.227,10186,2.152
wise,VA,0.694,0.264,2.198,38164,860.546
wythe,VA,0.723,0.213,2.019,28910,49.6
york,VA,0.852,0.915,1.149,28069,151.984
barbour,WV,0.57,0.0,1.653,15473,54.473
berkeley,WV,0.757,0.597,1.207,60601,13.864
boone,WV,0.583,0.0,1.639,16377,482.045
braxton,WV,0.54,0.0,1.695,14449,128.103
brooke,WV,0.806,0.575,1.512,15647,18.192
cabell,WV,0.676,0.729,1.344,50947,18.853
calhoun,WV,0.446,0.0,1.755,7888,81.586
clay,WV,0.463,0.0,1.619,9007,330.018
doddridge,WV,0.5,0.0,1.726,7917,71.588
fayette,WV,0.54,0.301,1.626,39734,640.8
gilmer,WV,0.437,0.0,1.803,7668,109.977
grant,WV,0.617,0.0,1.735,12447,439.198
greenbrier,WV,0.589,0.162,1.493,30712,2142.91
hampshire,WV,0.0,0.0,1.372,21760,48.877
hancock,WV,0.824,0.655,1.553,20808,16.505
hardy,WV,0.489,0.0,1.488,14916,76.994
harrison,WV,0.731,0.516,1.79,54894,30.552
jackson,WV,0.694,0.0,1.484,20151,45.148
jefferson,WV,0.765,0.339,1.281,31385,21.275
kanawha,WV,0.683,0.664,1.44,117515,115.483
lewis,WV,0.63,0.229,1.727,16004,926.831
lincoln,WV,0.579,0.0,1.519,16482,53.39
logan,WV,0.499,0.284,1.687,26379,282.225
marion,WV,0.761,0.517,1.508,39974,18.917
marshall,WV,0.768,0.452,1.635,24110,61.203
mason,WV,0.635,0.304,1.548,21102,45.868
mcdowell,WV,0.384,0.0,2.121,31492,921.291
mercer,WV,0.582,0.507,1.584,46359,473.165
mineral,WV,0.741,0.26,1.484,19423,37.634
mingo,WV,0.508,0.0,1.941,26161,373.563
monongalia,WV,0.731,0.608,1.586,55130,40.33
monroe,WV,0.492,0.0,1.503,13628,93.663
morgan,WV,0.613,0.0,1.328,15419,33.354
nicholas,WV,0.606,0.0,1.647,24418,1497.921
ohio,WV,0.844,0.685,1.463,26233,11.226
pendleton,WV,0.463,0.0,1.657,10991,2472.548
pleasants,WV,0.606,0.0,1.756,6718,48.627
pocahontas,WV,0.389,0.0,1.738,14978,3955.057
preston,WV,0.551,0.0,1.593,33348,80.35
putnam,WV,0.759,0.592,1.438,35425,23.046
raleigh,WV,0.569,0.528,1.66,61164,377.911
randolph,WV,0.626,0.272,1.613,23816,3913.134
ritchie,WV,0.472,0.0,1.863,13630,96.964
roane,WV,0.617,0.0,1.705,14416,81.23
summers,WV,0.448,0.0,1.483,14233,39.108
taylor,WV,0.724,0.301,1.604,13446,68.617
tucker,WV,0.447,0.0,1.545,10281,699.623
tyler,WV,0.571,0.0,1.593,8954,55.888
upshur,WV,0.609,0.239,1.504,20644,94.465
wayne,WV,0.656,0.367,1.535,29540,53.665
webster,WV,0.498,0.0,1.716,10998,1045.87
wetzel,WV,0.581,0.241,1.723,16005,67.58
wirt,WV,0.302,0.0,1.46,7221,128.927
wood,WV,0.749,0.665,1.606,58229,15.246
wyoming,WV,0.465,0.0,2.097,22166,2152.004
